origin,destination,origin_iso3,destination_iso3,n_researchers,phd_year_min,phd_year_max,phd_year_mean,origin_year_min,origin_year_max,origin_year_mean,route
TR,CO,TUR,COL,1,2007,2007,2007,1993,1993,1993,TR → CO
TR,BR,TUR,BRA,1,2016,2016,2016,2001,2001,2001,TR → BR
FR,AF,FRA,AFG,1,,,,2011,2011,2011,FR → AF
FJ,TW,FJI,TWN,1,2016,2016,2016,2001,2001,2001,FJ → TW
IN,MV,IND,MDV,1,,,,1999,1999,1999,IN → MV
IN,MA,IND,MAR,1,1989,1989,1989,1987,1987,1987,IN → MA
IN,LU,IND,LUX,1,2006,2006,2006,1998,1998,1998,IN → LU
IN,LT,IND,LTU,1,2016,2016,2016,2009,2009,2009,IN → LT
IN,LC,IND,LCA,1,2008,2008,2008,1992,1992,1992,IN → LC
IN,LA,IND,LAO,1,,,,2008,2008,2008,IN → LA
IN,KG,IND,KGZ,1,2002,2002,2002,1999,1999,1999,IN → KG
FR,ET,FRA,ETH,1,2010,2010,2010,2007,2007,2007,FR → ET
FR,CR,FRA,CRI,1,,,,1999,1999,1999,FR → CR
TR,AZ,TUR,AZE,1,2015,2015,2015,1992,1992,1992,TR → AZ
TN,TR,TUN,TUR,1,2016,2016,2016,1999,1999,1999,TN → TR
FR,HT,FRA,HTI,1,,,,2001,2001,2001,FR → HT
FR,HR,FRA,HRV,1,1986,1986,1986,1981,1981,1981,FR → HR
FR,GP,FRA,GLP,1,1995,1995,1995,1991,1991,1991,FR → GP
FR,GH,FRA,GHA,1,2013,2013,2013,2009,2009,2009,FR → GH
FR,GA,FRA,GAB,1,2003,2003,2003,2000,2000,2000,FR → GA
FR,FK,FRA,FLK,1,2013,2013,2013,2004,2004,2004,FR → FK
IN,JM,IND,JAM,1,,,,1991,1991,1991,IN → JM
IN,IS,IND,ISL,1,2016,2016,2016,2006,2006,2006,IN → IS
IN,GR,IND,GRC,1,2016,2016,2016,2006,2006,2006,IN → GR
IN,GM,IND,GMB,1,,,,2006,2006,2006,IN → GM
BE,MA,BEL,MAR,1,2012,2012,2012,1991,1991,1991,BE → MA
BE,LK,BEL,LKA,1,,,,2007,2007,2007,BE → LK
BE,KW,BEL,KWT,1,1979,1979,1979,1976,1976,1976,BE → KW
BE,KR,BEL,KOR,1,,,,2007,2007,2007,BE → KR
BE,JP,BEL,JPN,1,2013,2013,2013,2007,2007,2007,BE → JP
BE,ID,BEL,IDN,1,,,,2009,2009,2009,BE → ID
TT,ES,TTO,ESP,1,2016,2016,2016,2008,2008,2008,TT → ES
TT,CA,TTO,CAN,1,,,,1997,1997,1997,TT → CA
TT,AU,TTO,AUS,1,2013,2013,2013,1991,1991,1991,TT → AU
TR,PK,TUR,PAK,1,2013,2013,2013,2008,2008,2008,TR → PK
TR,PH,TUR,PHL,1,2016,2016,2016,1988,1988,1988,TR → PH
TR,NP,TUR,NPL,1,,,,1993,1993,1993,TR → NP
BE,GD,BEL,GRD,1,,,,1962,1962,1962,BE → GD
BE,CM,BEL,CMR,1,2010,2010,2010,2006,2006,2006,BE → CM
TR,NG,TUR,NGA,1,2013,2013,2013,2009,2009,2009,TR → NG
TR,MK,TUR,MKD,1,,,,1994,1994,1994,TR → MK
TR,KR,TUR,KOR,1,,,,2008,2008,2008,TR → KR
TR,KH,TUR,KHM,1,2014,2014,2014,2001,2001,2001,TR → KH
TR,KG,TUR,KGZ,1,,,,1998,1998,1998,TR → KG
TR,IQ,TUR,IRQ,1,2009,2009,2009,2001,2001,2001,TR → IQ
BE,MG,BEL,MDG,1,1989,1989,1989,1983,1983,1983,BE → MG
FR,ID,FRA,IDN,1,,,,1988,1988,1988,FR → ID
TW,BG,TWN,BGR,1,1989,1989,1989,1997,1997,1997,TW → BG
TT,GD,TTO,GRD,1,,,,1987,1987,1987,TT → GD
BE,CI,BEL,CIV,1,2008,2008,2008,2006,2006,2006,BE → CI
FR,LY,FRA,LBY,1,2005,2005,2005,2002,2002,2002,FR → LY
FR,KZ,FRA,KAZ,1,2009,2009,2009,1998,1998,1998,FR → KZ
FR,KW,FRA,KWT,1,1975,1975,1975,1969,1969,1969,FR → KW
FR,IS,FRA,ISL,1,2016,2016,2016,2009,2009,2009,FR → IS
FR,IQ,FRA,IRQ,1,2001,2001,2001,1996,1996,1996,FR → IQ
IN,EC,IND,ECU,1,2009,2009,2009,1999,1999,1999,IN → EC
IN,CD,IND,COD,1,,,,2006,2006,2006,IN → CD
FR,NE,FRA,NER,1,2004,2004,2004,2000,2000,2000,FR → NE
FR,MZ,FRA,MOZ,1,,,,1994,1994,1994,FR → MZ
BE,BA,BEL,BIH,1,,,,2008,2008,2008,BE → BA
BE,AR,BEL,ARG,1,,,,1990,1990,1990,BE → AR
BD,ZA,BGD,ZAF,1,2016,2016,2016,1996,1996,1996,BD → ZA
BD,VN,BGD,VNM,1,2013,2013,2013,2005,2005,2005,BD → VN
TW,TH,TWN,THA,1,1982,1982,1982,1971,1971,1971,TW → TH
TW,SA,TWN,SAU,1,2004,2004,2004,1993,1993,1993,TW → SA
TW,PT,TWN,PRT,1,,,,2008,2008,2008,TW → PT
TW,PL,TWN,POL,1,2012,2012,2012,2006,2006,2006,TW → PL
TW,KR,TWN,KOR,1,2016,2016,2016,2009,2009,2009,TW → KR
TW,KH,TWN,KHM,1,2013,2013,2013,2007,2007,2007,TW → KH
TW,KE,TWN,KEN,1,,,,2012,2012,2012,TW → KE
TW,IL,TWN,ISR,1,,,,2006,2006,2006,TW → IL
BD,RU,BGD,RUS,1,2016,2016,2016,2004,2004,2004,BD → RU
BD,PS,BGD,PSE,1,,,,1990,1990,1990,BD → PS
BD,NO,BGD,NOR,1,,,,2005,2005,2005,BD → NO
BD,LK,BGD,LKA,1,2016,2016,2016,2001,2001,2001,BD → LK
BD,JO,BGD,JOR,1,,,,1978,1978,1978,BD → JO
TW,GM,TWN,GMB,1,,,,2007,2007,2007,TW → GM
TW,FI,TWN,FIN,1,2016,2016,2016,2008,2008,2008,TW → FI
TW,CR,TWN,CRI,1,2014,2014,2014,1997,1997,1997,TW → CR
BD,EE,BGD,EST,1,2016,2016,2016,1997,1997,1997,BD → EE
BD,CZ,BGD,CZE,1,2011,2011,2011,1994,1994,1994,BD → CZ
BD,CH,BGD,CHE,1,2015,2015,2015,2001,2001,2001,BD → CH
BD,BN,BGD,BRN,1,,,,2008,2008,2008,BD → BN
TZ,NZ,TZA,NZL,1,2016,2016,2016,1988,1988,1988,TZ → NZ
TZ,NL,TZA,NLD,1,,,,1985,1985,1985,TZ → NL
TZ,JP,TZA,JPN,1,2016,2016,2016,2001,2001,2001,TZ → JP
TZ,IN,TZA,IND,1,2016,2016,2016,2005,2005,2005,TZ → IN
TZ,IE,TZA,IRL,1,2000,2000,2000,1986,1986,1986,TZ → IE
TZ,ES,TZA,ESP,1,,,,2009,2009,2009,TZ → ES
TZ,CN,TZA,CHN,1,2016,2016,2016,2005,2005,2005,TZ → CN
TZ,CH,TZA,CHE,1,2008,2008,2008,1992,1992,1992,TZ → CH
TZ,CA,TZA,CAN,1,2007,2007,2007,1974,1974,1974,TZ → CA
TZ,BE,TZA,BEL,1,2016,2016,2016,2003,2003,2003,TZ → BE
TW,VN,TWN,VNM,1,2013,2013,2013,2007,2007,2007,TW → VN
TW,TT,TWN,TTO,1,2009,2009,2009,1981,1981,1981,TW → TT
TZ,ZA,TZA,ZAF,1,,,,2004,2004,2004,TZ → ZA
BD,IN,BGD,IND,1,,,,2005,2005,2005,BD → IN
BD,FJ,BGD,FJI,1,2005,2005,2005,1991,1991,1991,BD → FJ
FR,MO,FRA,MAC,1,2004,2004,2004,1997,1997,1997,FR → MO
IN,AW,IND,ABW,1,,,,1997,1997,1997,IN → AW
IN,AI,IND,AIA,1,1998,1998,1998,1991,1991,1991,IN → AI
IN,AG,IND,ATG,1,2012,2012,2012,2008,2008,2008,IN → AG
IM,GB,IMN,GBR,1,2006,2006,2006,1988,1988,1988,IM → GB
IL,TW,ISR,TWN,1,2000,2000,2000,1991,1991,1991,IL → TW
IL,SK,ISR,SVK,1,2005,2005,2005,2000,2000,2000,IL → SK
IL,SG,ISR,SGP,1,2014,2014,2014,2006,2006,2006,IL → SG
FR,SI,FRA,SVN,1,2000,2000,2000,1998,1998,1998,FR → SI
FR,RS,FRA,SRB,1,2008,2008,2008,1990,1990,1990,FR → RS
FR,PY,FRA,PRY,1,2010,2010,2010,2007,2007,2007,FR → PY
FR,PS,FRA,PSE,1,2000,2000,2000,1989,1989,1989,FR → PS
GA,ZA,GAB,ZAF,1,2016,2016,2016,1999,1999,1999,GA → ZA
UA,IE,UKR,IRL,1,2007,2007,2007,1997,1997,1997,UA → IE
UA,GR,UKR,GRC,1,2001,2001,2001,1992,1992,1992,UA → GR
UA,ET,UKR,ETH,1,,,,1987,1987,1987,UA → ET
UA,EE,UKR,EST,1,2016,2016,2016,2004,2004,2004,UA → EE
FR,VI,FRA,VIR,1,,,,1995,1995,1995,FR → VI
FR,VA,FRA,VAT,1,2009,2009,2009,2006,2006,2006,FR → VA
FR,UM,FRA,UMI,1,2008,2008,2008,2005,2005,2005,FR → UM
FR,TZ,FRA,TZA,1,2005,2005,2005,1999,1999,1999,FR → TZ
IL,PF,ISR,PYF,1,2016,2016,2016,2002,2002,2002,IL → PF
IL,NO,ISR,NOR,1,2011,2011,2011,1999,1999,1999,IL → NO
IL,KR,ISR,KOR,1,2014,2014,2014,2009,2009,2009,IL → KR
IL,GH,ISR,GHA,1,,,,2007,2007,2007,IL → GH
UA,CU,UKR,CUB,1,,,,1978,1978,1978,UA → CU
UA,BW,UKR,BWA,1,,,,1989,1989,1989,UA → BW
UA,BR,UKR,BRA,1,1986,1986,1986,1976,1976,1976,UA → BR
UA,AZ,UKR,AZE,1,1989,1989,1989,1975,1975,1975,UA → AZ
UA,LV,UKR,LVA,1,1982,1982,1982,1961,1961,1961,UA → LV
UA,LT,UKR,LTU,1,2011,2011,2011,2001,2001,2001,UA → LT
UA,KW,UKR,KWT,1,,,,1979,1979,1979,UA → KW
UA,KR,UKR,KOR,1,2006,2006,2006,1994,1994,1994,UA → KR
UA,JM,UKR,JAM,1,,,,1989,1989,1989,UA → JM
UA,IQ,UKR,IRQ,1,2011,2011,2011,2008,2008,2008,UA → IQ
BD,AT,BGD,AUT,1,2015,2015,2015,2002,2002,2002,BD → AT
BD,AE,BGD,ARE,1,2010,2010,2010,1995,1995,1995,BD → AE
BB,PH,BRB,PHL,1,,,,1993,1993,1993,BB → PH
BB,KN,BRB,KNA,1,,,,1978,1978,1978,BB → KN
BB,CN,BRB,CHN,1,2016,2016,2016,2009,2009,2009,BB → CN
BB,CA,BRB,CAN,1,2016,2016,2016,2010,2010,2010,BB → CA
BA,SI,BIH,SVN,1,2016,2016,2016,2006,2006,2006,BA → SI
BA,SE,BIH,SWE,1,,,,1981,1981,1981,BA → SE
BA,PT,BIH,PRT,1,2014,2014,2014,1999,1999,1999,BA → PT
BA,MX,BIH,MEX,1,1989,1989,1989,1966,1966,1966,BA → MX
UA,TH,UKR,THA,1,2016,2016,2016,1990,1990,1990,UA → TH
UA,PS,UKR,PSE,1,2000,2000,2000,1997,1997,1997,UA → PS
UA,NO,UKR,NOR,1,2006,2006,2006,1994,1994,1994,UA → NO
GB,CG,GBR,COG,1,,,,1987,1987,1987,GB → CG
GB,BT,GBR,BTN,1,2013,2013,2013,1995,1995,1995,GB → BT
GB,BS,GBR,BHS,1,2001,2001,2001,1996,1996,1996,GB → BS
GB,BM,GBR,BMU,1,2003,2003,2003,1993,1993,1993,GB → BM
GB,BF,GBR,BFA,1,2010,2010,2010,2006,2006,2006,GB → BF
IL,AR,ISR,ARG,1,1995,1995,1995,1978,1978,1978,IL → AR
IE,ZA,IRL,ZAF,1,2006,2006,2006,1999,1999,1999,IE → ZA
IE,UG,IRL,UGA,1,,,,1985,1985,1985,IE → UG
IE,TR,IRL,TUR,1,2011,2011,2011,2005,2005,2005,IE → TR
IE,SA,IRL,SAU,1,,,,1995,1995,1995,IE → SA
IE,RU,IRL,RUS,1,,,,2006,2006,2006,IE → RU
UA,MN,UKR,MNG,1,,,,1985,1985,1985,UA → MN
UA,MA,UKR,MAR,1,2003,2003,2003,1990,1990,1990,UA → MA
UG,CM,UGA,CMR,1,,,,2011,2011,2011,UG → CM
UG,CH,UGA,CHE,1,2012,2012,2012,1994,1994,1994,UG → CH
GB,CR,GBR,CRI,1,,,,1993,1993,1993,GB → CR
IE,LY,IRL,LBY,1,2004,2004,2004,2000,2000,2000,IE → LY
IE,LK,IRL,LKA,1,,,,2008,2008,2008,IE → LK
IE,KZ,IRL,KAZ,1,2016,2016,2016,2007,2007,2007,IE → KZ
IE,KW,IRL,KWT,1,2001,2001,2001,1987,1987,1987,IE → KW
IE,JO,IRL,JOR,1,2001,2001,2001,1998,1998,1998,IE → JO
IE,IQ,IRL,IRQ,1,2006,2006,2006,2001,2001,2001,IE → IQ
IE,FJ,IRL,FJI,1,2013,2013,2013,2005,2005,2005,IE → FJ
GB,GM,GBR,GMB,1,,,,2000,2000,2000,GB → GM
GB,GL,GBR,GRL,1,2000,2000,2000,1994,1994,1994,GB → GL
UG,CD,UGA,COD,1,,,,2007,2007,2007,UG → CD
UG,AE,UGA,ARE,1,,,,2007,2007,2007,UG → AE
UA,UY,UKR,URY,1,2008,2008,2008,1991,1991,1991,UA → UY
UA,UG,UKR,UGA,1,2008,2008,2008,1990,1990,1990,UA → UG
UG,ZW,UGA,ZWE,1,,,,1974,1974,1974,UG → ZW
UG,SS,UGA,SSD,1,,,,2000,2000,2000,UG → SS
UG,RW,UGA,RWA,1,2015,2015,2015,2005,2005,2005,UG → RW
UG,NO,UGA,NOR,1,2015,2015,2015,2001,2001,2001,UG → NO
UG,NG,UGA,NGA,1,,,,2010,2010,2010,UG → NG
BA,IE,BIH,IRL,1,,,,2005,2005,2005,BA → IE
BA,FR,BIH,FRA,1,,,,1981,1981,1981,BA → FR
BA,CZ,BIH,CZE,1,2010,2010,2010,1999,1999,1999,BA → CZ
BA,AT,BIH,AUT,1,2016,2016,2016,2007,2007,2007,BA → AT
AZ,SA,AZE,SAU,1,2009,2009,2009,2006,2006,2006,AZ → SA
AZ,PT,AZE,PRT,1,2007,2007,2007,1997,1997,1997,AZ → PT
AZ,PL,AZE,POL,1,,,,2007,2007,2007,AZ → PL
AZ,PK,AZE,PAK,1,,,,1970,1970,1970,AZ → PK
UG,KR,UGA,KOR,1,2016,2016,2016,2008,2008,2008,UG → KR
UG,IE,UGA,IRL,1,2014,2014,2014,2004,2004,2004,UG → IE
UG,DE,UGA,DEU,1,2007,2007,2007,1984,1984,1984,UG → DE
US,BI,USA,BDI,1,,,,2005,2005,2005,US → BI
US,BG,USA,BGR,1,,,,1977,1977,1977,US → BG
US,BF,USA,BFA,1,,,,2005,2005,2005,US → BF
US,BA,USA,BIH,1,2014,2014,2014,2000,2000,2000,US → BA
GB,FO,GBR,FRO,1,2013,2013,2013,2003,2003,2003,GB → FO
IE,EG,IRL,EGY,1,2009,2009,2009,2005,2005,2005,IE → EG
IE,CO,IRL,COL,1,2008,2008,2008,2001,2001,2001,IE → CO
IE,AT,IRL,AUT,1,,,,1999,1999,1999,IE → AT
IE,AR,IRL,ARG,1,,,,2001,2001,2001,IE → AR
GB,KH,GBR,KHM,1,,,,2004,2004,2004,GB → KH
GB,JM,GBR,JAM,1,2004,2004,2004,2001,2001,2001,GB → JM
GB,PA,GBR,PAN,1,2000,2000,2000,1993,1993,1993,GB → PA
US,AS,USA,ASM,1,,,,2008,2008,2008,US → AS
US,AL,USA,ALB,1,,,,2002,2002,2002,US → AL
US,AG,USA,ATG,1,,,,2007,2007,2007,US → AG
UM,US,UMI,USA,1,1993,1993,1993,2006,2006,2006,UM → US
US,CM,USA,CMR,1,,,,1992,1992,1992,US → CM
AU,PT,AUS,PRT,1,,,,2007,2007,2007,AU → PT
AU,PS,AUS,PSE,1,2012,2012,2012,2008,2008,2008,AU → PS
AU,PG,AUS,PNG,1,,,,1965,1965,1965,AU → PG
AU,OM,AUS,OMN,1,1998,1998,1998,1995,1995,1995,AU → OM
AU,NP,AUS,NPL,1,2013,2013,2013,2010,2010,2010,AU → NP
AZ,KE,AZE,KEN,1,1996,1996,1996,1984,1984,1984,AZ → KE
AZ,IQ,AZE,IRQ,1,,,,1980,1980,1980,AZ → IQ
AZ,FI,AZE,FIN,1,2016,2016,2016,1996,1996,1996,AZ → FI
AZ,DZ,AZE,DZA,1,1985,1985,1985,1981,1981,1981,AZ → DZ
AZ,DE,AZE,DEU,1,2015,2015,2015,1998,1998,1998,AZ → DE
AZ,CO,AZE,COL,1,1997,1997,1997,1980,1980,1980,AZ → CO
AU,UG,AUS,UGA,1,2012,2012,2012,2009,2009,2009,AU → UG
AU,TZ,AUS,TZA,1,1997,1997,1997,1993,1993,1993,AU → TZ
AU,SL,AUS,SLE,1,,,,2011,2011,2011,AU → SL
US,BS,USA,BHS,1,2011,2011,2011,1996,1996,1996,US → BS
US,FJ,USA,FJI,1,,,,1991,1991,1991,US → FJ
AU,MW,AUS,MWI,1,,,,2008,2008,2008,AU → MW
AU,MO,AUS,MAC,1,,,,1999,1999,1999,AU → MO
AU,MM,AUS,MMR,1,,,,1995,1995,1995,AU → MM
AU,MC,AUS,MCO,1,,,,1989,1989,1989,AU → MC
GB,NE,GBR,NER,1,2014,2014,2014,2009,2009,2009,GB → NE
GB,MU,GBR,MUS,1,2008,2008,2008,2004,2004,2004,GB → MU
GB,ML,GBR,MLI,1,2002,2002,2002,1999,1999,1999,GB → ML
ID,ZA,IDN,ZAF,1,,,,2009,2009,2009,ID → ZA
ID,TZ,IDN,TZA,1,,,,2006,2006,2006,ID → TZ
ID,PH,IDN,PHL,1,,,,2001,2001,2001,ID → PH
ID,NO,IDN,NOR,1,2016,2016,2016,2006,2006,2006,ID → NO
ID,MG,IDN,MDG,1,2016,2016,2016,2007,2007,2007,ID → MG
GB,UY,GBR,URY,1,2009,2009,2009,2003,2003,2003,GB → UY
AU,JM,AUS,JAM,1,2001,2001,2001,1997,1997,1997,AU → JM
AU,IS,AUS,ISL,1,2004,2004,2004,1995,1995,1995,AU → IS
AU,EG,AUS,EGY,1,2008,2008,2008,2005,2005,2005,AU → EG
GB,TT,GBR,TTO,1,2005,2005,2005,2001,2001,2001,GB → TT
GB,SZ,GBR,SWZ,1,1994,1994,1994,1991,1991,1991,GB → SZ
GB,SY,GBR,SYR,1,2008,2008,2008,2003,2003,2003,GB → SY
GB,SV,GBR,SLV,1,,,,2007,2007,2007,GB → SV
GB,SL,GBR,SLE,1,,,,1985,1985,1985,GB → SL
GB,SK,GBR,SVK,1,2016,2016,2016,2004,2004,2004,GB → SK
ID,IN,IDN,IND,1,,,,2010,2010,2010,ID → IN
ID,FI,IDN,FIN,1,2014,2014,2014,2003,2003,2003,ID → FI
ID,ES,IDN,ESP,1,2016,2016,2016,2004,2004,2004,ID → ES
ID,BD,IDN,BGD,1,,,,2008,2008,2008,ID → BD
ID,AE,IDN,ARE,1,,,,1999,1999,1999,ID → AE
AU,EC,AUS,ECU,1,2006,2006,2006,1998,1998,1998,AU → EC
US,GU,USA,GUM,1,1994,1994,1994,1980,1980,1980,US → GU
US,GF,USA,GUF,1,1996,1996,1996,1990,1990,1990,US → GF
US,GE,USA,GEO,1,2011,2011,2011,1997,1997,1997,US → GE
AT,PS,AUT,PSE,1,2006,2006,2006,2000,2000,2000,AT → PS
US,MC,USA,MCO,1,,,,2000,2000,2000,US → MC
US,MA,USA,MAR,1,1990,1990,1990,1985,1985,1985,US → MA
US,LR,USA,LBR,1,,,,2009,2009,2009,US → LR
US,LC,USA,LCA,1,,,,2006,2006,2006,US → LC
US,KY,USA,CYM,1,,,,1993,1993,1993,US → KY
US,KN,USA,KNA,1,1999,1999,1999,1996,1996,1996,US → KN
US,HT,USA,HTI,1,1998,1998,1998,1977,1977,1977,US → HT
US,HN,USA,HND,1,,,,1998,1998,1998,US → HN
AU,CR,AUS,CRI,1,1988,1988,1988,1985,1985,1985,AU → CR
AU,BW,AUS,BWA,1,2006,2006,2006,2003,2003,2003,AU → BW
AT,ZW,AUT,ZWE,1,1999,1999,1999,1996,1996,1996,AT → ZW
AU,IL,AUS,ISR,1,,,,1983,1983,1983,AU → IL
AU,HU,AUS,HUN,1,2007,2007,2007,1990,1990,1990,AU → HU
AU,HR,AUS,HRV,1,2012,2012,2012,2006,2006,2006,AU → HR
AU,FJ,AUS,FJI,1,,,,2005,2005,2005,AU → FJ
AT,VN,AUT,VNM,1,2001,2001,2001,1998,1998,1998,AT → VN
AT,TR,AUT,TUR,1,,,,2006,2006,2006,AT → TR
AT,TH,AUT,THA,1,2004,2004,2004,2000,2000,2000,AT → TH
AT,SK,AUT,SVK,1,,,,1995,1995,1995,AT → SK
GE,IQ,GEO,IRQ,1,2015,2015,2015,2004,2004,2004,GE → IQ
GE,GR,GEO,GRC,1,1998,1998,1998,1993,1993,1993,GE → GR
GE,EG,GEO,EGY,1,1974,1974,1974,1970,1970,1970,GE → EG
GE,DK,GEO,DNK,1,,,,1992,1992,1992,GE → DK
GE,CZ,GEO,CZE,1,,,,1987,1987,1987,GE → CZ
GE,CH,GEO,CHE,1,,,,1974,1974,1974,GE → CH
GE,BE,GEO,BEL,1,2008,2008,2008,1989,1989,1989,GE → BE
GE,AT,GEO,AUT,1,,,,1997,1997,1997,GE → AT
HU,UA,HUN,UKR,1,,,,1969,1969,1969,HU → UA
HU,SI,HUN,SVN,1,2011,2011,2011,2005,2005,2005,HU → SI
AT,RO,AUT,ROU,1,,,,2006,2006,2006,AT → RO
AT,QA,AUT,QAT,1,2003,2003,2003,2000,2000,2000,AT → QA
AT,JP,AUT,JPN,1,1982,1982,1982,1980,1980,1980,AT → JP
HU,RO,HUN,ROU,1,2008,2008,2008,2003,2003,2003,HU → RO
HU,NZ,HUN,NZL,1,2015,2015,2015,2006,2006,2006,HU → NZ
HU,MN,HUN,MNG,1,,,,1973,1973,1973,HU → MN
HU,KG,HUN,KGZ,1,1982,1982,1982,1977,1977,1977,HU → KG
HU,IS,HUN,ISL,1,2004,2004,2004,1994,1994,1994,HU → IS
HU,IR,HUN,IRN,1,1996,1996,1996,1990,1990,1990,HU → IR
HU,GR,HUN,GRC,1,,,,2006,2006,2006,HU → GR
HU,GL,HUN,GRL,1,,,,2001,2001,2001,HU → GL
AT,IS,AUT,ISL,1,2007,2007,2007,1995,1995,1995,AT → IS
US,NI,USA,NIC,1,,,,1995,1995,1995,US → NI
US,MT,USA,MLT,1,2016,2016,2016,1998,1998,1998,US → MT
US,MP,USA,MNP,1,,,,2003,2003,2003,US → MP
US,ML,USA,MLI,1,2000,2000,2000,1994,1994,1994,US → ML
US,MK,USA,MKD,1,2005,2005,2005,2000,2000,2000,US → MK
US,MG,USA,MDG,1,,,,2007,2007,2007,US → MG
HU,AE,HUN,ARE,1,,,,1989,1989,1989,HU → AE
HT,FR,HTI,FRA,1,2012,2012,2012,1992,1992,1992,HT → FR
HT,CA,HTI,CAN,1,2014,2014,2014,2004,2004,2004,HT → CA
HR,ZA,HRV,ZAF,1,2004,2004,2004,1986,1986,1986,HR → ZA
HR,TH,HRV,THA,1,1985,1985,1985,1983,1983,1983,HR → TH
HR,SZ,HRV,SWZ,1,2008,2008,2008,1997,1997,1997,HR → SZ
GH,HK,GHA,HKG,1,2016,2016,2016,2005,2005,2005,GH → HK
US,SJ,USA,SJM,1,1985,1985,1985,1980,1980,1980,US → SJ
US,PY,USA,PRY,1,1983,1983,1983,1980,1980,1980,US → PY
US,PF,USA,PYF,1,1989,1989,1989,1985,1985,1985,US → PF
AT,PL,AUT,POL,1,,,,2009,2009,2009,AT → PL
AT,NG,AUT,NGA,1,,,,2012,2012,2012,AT → NG
AT,MK,AUT,MKD,1,2011,2011,2011,2007,2007,2007,AT → MK
AT,LU,AUT,LUX,1,2001,2001,2001,1997,1997,1997,AT → LU
AT,LK,AUT,LKA,1,2003,2003,2003,1991,1991,1991,AT → LK
AT,LI,AUT,LIE,1,,,,1988,1988,1988,AT → LI
US,ZW,USA,ZWE,1,2005,2005,2005,2002,2002,2002,US → ZW
US,ZM,USA,ZMB,1,2000,2000,2000,1998,1998,1998,US → ZM
US,VC,USA,VCT,1,2011,2011,2011,2002,2002,2002,US → VC
GH,CO,GHA,COL,1,,,,2001,2001,2001,GH → CO
GF,BE,GUF,BEL,1,1994,1994,1994,1990,1990,1990,GF → BE
HR,ME,HRV,MNE,1,,,,1982,1982,1982,HR → ME
HR,KR,HRV,KOR,1,2016,2016,2016,2007,2007,2007,HR → KR
HR,IT,HRV,ITA,1,2011,2011,2011,1987,1987,1987,HR → IT
HR,FI,HRV,FIN,1,2010,2010,2010,1993,1993,1993,HR → FI
HR,DZ,HRV,DZA,1,1987,1987,1987,1968,1968,1968,HR → DZ
HR,CZ,HRV,CZE,1,2007,2007,2007,1990,1990,1990,HR → CZ
GH,UG,GHA,UGA,1,2016,2016,2016,2001,2001,2001,GH → UG
AT,ID,AUT,IDN,1,1998,1998,1998,1995,1995,1995,AT → ID
US,SY,USA,SYR,1,1994,1994,1994,1989,1989,1989,US → SY
US,SO,USA,SOM,1,1978,1978,1978,1974,1974,1974,US → SO
HU,BR,HUN,BRA,1,2013,2013,2013,2002,2002,2002,HU → BR
UZ,NO,UZB,NOR,1,1999,1999,1999,1981,1981,1981,UZ → NO
UZ,KR,UZB,KOR,1,2012,2012,2012,1993,1993,1993,UZ → KR
UZ,JP,UZB,JPN,1,,,,2004,2004,2004,UZ → JP
UZ,IT,UZB,ITA,1,,,,1994,1994,1994,UZ → IT
UZ,IN,UZB,IND,1,,,,1992,1992,1992,UZ → IN
UZ,FI,UZB,FIN,1,1999,1999,1999,1987,1987,1987,UZ → FI
UZ,CU,UZB,CUB,1,2013,2013,2013,1978,1978,1978,UZ → CU
UZ,CN,UZB,CHN,1,2016,2016,2016,1992,1992,1992,UZ → CN
UZ,BR,UZB,BRA,1,2010,2010,2010,2004,2004,2004,UZ → BR
UY,VE,URY,VEN,1,,,,1965,1965,1965,UY → VE
UY,SE,URY,SWE,1,1983,1983,1983,1969,1969,1969,UY → SE
UY,NL,URY,NLD,1,2006,2006,2006,1991,1991,1991,UY → NL
UY,FR,URY,FRA,1,,,,2003,2003,2003,UY → FR
UY,CR,URY,CRI,1,1998,1998,1998,1985,1985,1985,UY → CR
UY,CL,URY,CHL,1,2000,2000,2000,1986,1986,1986,UY → CL
UY,AU,URY,AUS,1,,,,1969,1969,1969,UY → AU
VC,US,VCT,USA,1,,,,2012,2012,2012,VC → US
VA,IT,VAT,ITA,1,1997,1997,1997,1988,1988,1988,VA → IT
UZ,VN,UZB,VNM,1,,,,1970,1970,1970,UZ → VN
UZ,UA,UZB,UKR,1,,,,2001,2001,2001,UZ → UA
GH,TG,GHA,TGO,1,,,,2008,2008,2008,GH → TG
GH,SA,GHA,SAU,1,,,,2005,2005,2005,GH → SA
GH,OM,GHA,OMN,1,1988,1988,1988,1975,1975,1975,GH → OM
GH,NZ,GHA,NZL,1,2016,2016,2016,1997,1997,1997,GH → NZ
GH,NG,GHA,NGA,1,2012,2012,2012,2008,2008,2008,GH → NG
GH,MY,GHA,MYS,1,2016,2016,2016,2009,2009,2009,GH → MY
GH,MO,GHA,MAC,1,2013,2013,2013,2001,2001,2001,GH → MO
GH,JP,GHA,JPN,1,,,,2010,2010,2010,GH → JP
HR,CN,HRV,CHN,1,2010,2010,2010,1995,1995,1995,HR → CN
HR,CH,HRV,CHE,1,2010,2010,2010,2006,2006,2006,HR → CH
HR,CA,HRV,CAN,1,1978,1978,1978,1964,1964,1964,HR → CA
UZ,SE,UZB,SWE,1,2013,2013,2013,2002,2002,2002,UZ → SE
